"""Parent ID number""",ID number,Short name,Description,Description format,Scale values,Scale configuration,Rule type (optional),Rule outcome (optional),Rule config (optional),Cross-referenced competency ID numbers,Exported ID (optional),Is framework,Taxonomy
K,K0737,K0737 - Knowledge of bandwidth management tools and techniques,Knowledge of bandwidth management tools and techniques,1,,,,0,null,"DD-WRL-003,DD-WRL-004,DD-WRL-005,IO-WRL-005,IO-WRL-004",3989,,
K,K0738,K0738 - Knowledge of low-level programming languages,Knowledge of low-level programming languages,1,,,,0,null,"DD-WRL-003,DD-WRL-005,IO-WRL-001",3990,,
K,K0739,K0739 - Knowledge of mathematics principles and practices,Knowledge of mathematics principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-003,DD-WRL-004,DD-WRL-005,IO-WRL-006,IO-WRL-001",3991,,
K,K0740,K0740 - Knowledge of system performance indicators,Knowledge of system performance indicators,1,,,,0,null,"IO-WRL-005,IO-WRL-007,IO-WRL-004,OG-WRL-014",3992,,
K,K0741,K0741 - Knowledge of system availability measures,Knowledge of system availability measures,1,,,,0,null,"IO-WRL-005,IO-WRL-007,IO-WRL-004,OG-WRL-014",3993,,
K,K0742,K0742 - Knowledge of identity and access management (IAM) principles and practices,Knowledge of identity and access management (IAM) principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,IO-WRL-002,IO-WRL-006,IO-WRL-001,OG-WRL-012,PD-WRL-001,PD-WRL-007",3994,,
K,K0743,K0743 - Knowledge of new and emerging technologies,Knowledge of new and emerging technologies,1,,,,0,null,"DD-WRL-001,DD-WRL-006,DD-WRL-008,OG-WRL-004,OG-WRL-005,OG-WRL-011,OG-WRL-006,OG-WRL-002,OG-WRL-012,OG-WRL-003,OG-WRL-007,OG-WRL-013,OG-WRL-009,OG-WRL-014,PD-WRL-001",3995,,
K,K0744,K0744 - Knowledge of operating system (OS) systems and software,Knowledge of operating system (OS) systems and software,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-006,IO-WRL-005,IO-WRL-002,IO-WRL-006,IO-WRL-001,IN-WRL-001,IN-WRL-002,OG-WRL-005,OG-WRL-014,PD-WRL-001,PD-WRL-002",3996,,
K,K0745,K0745 - Knowledge of parallel and distributed computing principles and practices,Knowledge of parallel and distributed computing principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,IO-WRL-006,NF-COM-007",3997,,
K,K0746,K0746 - Knowledge of policy-based access controls,Knowledge of policy-based access controls,1,,,,0,null,"DD-WRL-004,DD-WRL-006,IO-WRL-005,IO-WRL-002,IO-WRL-007,IO-WRL-004,IO-WRL-001,OG-WRL-001,OG-WRL-006,OG-WRL-012,OG-WRL-013,OG-WRL-014,PD-WRL-001,PD-WRL-003,PD-WRL-004",3998,,
K,K0747,K0747 - Knowledge of Risk Adaptive (Adaptable) Access Controls (RAdAC),Knowledge of Risk Adaptive (Adaptable) Access Controls (RAdAC),1,,,,0,null,"DD-WRL-004,DD-WRL-006,IO-WRL-005,IO-WRL-002,IO-WRL-007,IO-WRL-004,IO-WRL-001,OG-WRL-001,OG-WRL-006,OG-WRL-012,OG-WRL-013,OG-WRL-014,PD-WRL-001,PD-WRL-003,PD-WRL-004",3999,,
K,K0748,K0748 - Knowledge of Privacy Impact Assessment (PIA) principles and practices,Knowledge of Privacy Impact Assessment (PIA) principles and practices,1,,,,0,null,"DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-006,OG-WRL-008",4000,,
K,K0749,K0749 - Knowledge of process engineering principles and practices,Knowledge of process engineering principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,OG-WRL-001,OG-WRL-012,OG-WRL-014,PD-WRL-001,NF-COM-007",4001,,
K,K0750,K0750 - Knowledge of query languages,Knowledge of query languages,1,,,,0,null,"IO-WRL-002,IO-WRL-001",4002,,
K,K0751,K0751 - Knowledge of system threats,Knowledge of system threats,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-006,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-002,IO-WRL-007,IO-WRL-003,IO-WRL-006,IO-WRL-004,IO-WRL-001,IN-WRL-001,IN-WRL-002,OG-WRL-001,OG-WRL-010,OG-WRL-004,OG-WRL-005,OG-WRL-011,OG-WRL-006,OG-WRL-015,OG-WRL-002,OG-WRL-012,OG-WRL-003,OG-WRL-007,OG-WRL-013,OG-WRL-008,OG-WRL-009,OG-WRL-016,OG-WRL-014,PD-WRL-001,PD-WRL-003,PD-WRL-002,PD-WRL-004,PD-WRL-005,PD-WRL-006,PD-WRL-007,NF-COM-007",4003,,
K,K0752,K0752 - Knowledge of system vulnerabilities,Knowledge of system vulnerabilities,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-006,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-002,IO-WRL-007,IO-WRL-003,IO-WRL-006,IO-WRL-004,IO-WRL-001,IN-WRL-001,IN-WRL-002,OG-WRL-001,OG-WRL-010,OG-WRL-004,OG-WRL-005,OG-WRL-011,OG-WRL-006,OG-WRL-015,OG-WRL-002,OG-WRL-012,OG-WRL-003,OG-WRL-007,OG-WRL-013,OG-WRL-008,OG-WRL-009,OG-WRL-016,OG-WRL-014,PD-WRL-001,PD-WRL-003,PD-WRL-002,PD-WRL-004,PD-WRL-005,PD-WRL-006,PD-WRL-007",4004,,
K,K0753,K0753 - Knowledge of remote access principles and practices,Knowledge of remote access principles and practices,1,,,,0,null,"DD-WRL-001,IO-WRL-004",4005,,
K,K0754,K0754 - Knowledge of resource management principles and practices,Knowledge of resource management principles and practices,1,,,,0,null,"OG-WRL-010,OG-WRL-011,OG-WRL-015,OG-WRL-003,OG-WRL-009,OG-WRL-016,OG-WRL-014",4006,,
K,K0755,K0755 - Knowledge of configuration management (CM) tools and techniques,Knowledge of configuration management (CM) tools and techniques,1,,,,0,null,"DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-006",4007,,
K,K0756,K0756 - Knowledge of security management principles and practices,Knowledge of security management principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,IO-WRL-006,PD-WRL-001,NF-COM-007",4008,,
K,K0757,K0757 - Knowledge of system design tools and techniques,Knowledge of system design tools and techniques,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-006,IO-WRL-006,PD-WRL-001",4009,,
K,K0758,K0758 - Knowledge of server administration principles and practices,Knowledge of server administration principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,OG-WRL-001,OG-WRL-012,OG-WRL-014,PD-WRL-001",4010,,
K,K0760,K0760 - Knowledge of server diagnostic tools and techniques,Knowledge of server diagnostic tools and techniques,1,,,,0,null,"IO-WRL-005,IN-WRL-002,OG-WRL-012,OG-WRL-013,PD-WRL-002,PD-WRL-007",4011,,
K,K0761,K0761 - Knowledge of Fault Detection and Diagnostics (FDD) tools and techniques,Knowledge of Fault Detection and Diagnostics (FDD) tools and techniques,1,,,,0,null,"IO-WRL-005,OG-WRL-012,OG-WRL-013,PD-WRL-002,PD-WRL-007",4012,,
K,K0762,K0762 - Knowledge of software debugging principles and practices,Knowledge of software debugging principles and practices,1,,,,0,null,"DD-WRL-003,DD-WRL-005,IO-WRL-007",4013,,
K,K0763,K0763 - Knowledge of software design tools and techniques,Knowledge of software design tools and techniques,1,,,,0,null,"DD-WRL-003,DD-WRL-005",4014,,
K,K0764,K0764 - Knowledge of software development models and frameworks,Knowledge of software development models and frameworks,1,,,,0,null,"DD-WRL-003,DD-WRL-004,DD-WRL-005",4015,,
K,K0765,K0765 - Knowledge of software engineering principles and practices,Knowledge of software engineering principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-006,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,OG-WRL-001,OG-WRL-012,OG-WRL-014,PD-WRL-001",4016,,
K,K0766,K0766 - Knowledge of data asset management principles and practices,Knowledge of data asset management principles and practices,1,,,,0,null,"IO-WRL-002,IO-WRL-001,OG-WRL-005,PD-WRL-001,PD-WRL-006",4017,,
K,K0767,K0767 - Knowledge of structured analysis principles and practices,Knowledge of structured analysis principles and practices,1,,,,0,null,"DD-WRL-003,DD-WRL-004,DD-WRL-005,OG-WRL-012,OG-WRL-013",4018,,
K,K0768,K0768 - Knowledge of automated systems analysis tools and techniques,Knowledge of automated systems analysis tools and techniques,1,,,,0,null,"DD-WRL-001,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-006",4019,,
K,K0769,K0769 - Knowledge of system design standards and best practices,Knowledge of system design standards and best practices,1,,,,0,null,"DD-WRL-004,DD-WRL-006,IO-WRL-007,OG-WRL-014",4020,,
K,K0770,K0770 - Knowledge of system administration principles and practices,Knowledge of system administration principles and practices,1,,,,0,null,"DD-WRL-007,IO-WRL-005,IO-WRL-007,IO-WRL-004,IN-WRL-001,IN-WRL-002,OG-WRL-004,OG-WRL-005,OG-WRL-014,PD-WRL-001,PD-WRL-003,PD-WRL-002,PD-WRL-004,PD-WRL-007",4021,,
K,K0771,K0771 - Knowledge of system life cycle management principles and practices,Knowledge of system life cycle management principles and practices,1,,,,0,null,"DD-WRL-004,DD-WRL-006,DD-WRL-008,OG-WRL-001,OG-WRL-010,OG-WRL-011,OG-WRL-009,OG-WRL-016,OG-WRL-014,NF-COM-007",4022,,
K,K0772,K0772 - Knowledge of systems testing and evaluation tools and techniques,Knowledge of systems testing and evaluation tools and techniques,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,DD-WRL-007,IO-WRL-006,PD-WRL-001",4023,,
K,K0773,K0773 - Knowledge of telecommunications principles and practices,Knowledge of telecommunications principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,DD-WRL-008,IO-WRL-006,IO-WRL-004,OG-WRL-004,OG-WRL-005,OG-WRL-002,OG-WRL-003,OG-WRL-008,PD-WRL-001,PD-WRL-006",4024,,
K,K0774,K0774 - Knowledge of content creation tools and techniques,Knowledge of content creation tools and techniques,1,,,,0,null,IO-WRL-003,4025,,
K,K0775,K0775 - Knowledge of information management tools and techniques,Knowledge of information management tools and techniques,1,,,,0,null,"IO-WRL-003,IO-WRL-001",4026,,
K,K0776,K0776 - Knowledge of collaboration tools and techniques,Knowledge of collaboration tools and techniques,1,,,,0,null,"IO-WRL-003,OG-WRL-012",4027,,
K,K0777,K0777 - Knowledge of data storage media characteristics,Knowledge of data storage media characteristics,1,,,,0,null,IO-WRL-002,4028,,
K,K0778,K0778 - Knowledge of enterprise information technology (IT) architecture principles and practices,Knowledge of enterprise information technology (IT) architecture principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,IN-WRL-002,OG-WRL-012,OG-WRL-013,OG-WRL-014,PD-WRL-001,PD-WRL-003,PD-WRL-002,PD-WRL-004,PD-WRL-005,PD-WRL-007,NF-COM-007",4029,,
K,K0779,K0779 - Knowledge of systems engineering processes,Knowledge of systems engineering processes,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,OG-WRL-001,OG-WRL-012,OG-WRL-014,PD-WRL-001,PD-WRL-007",4030,,
K,K0780,K0780 - Knowledge of hardware maintenance policies and procedures,Knowledge of hardware maintenance policies and procedures,1,,,,0,null,"DD-WRL-008,IO-WRL-005,NF-COM-007",4031,,
K,K0781,K0781 - Knowledge of virtual private network (VPN) systems and software,Knowledge of virtual private network (VPN) systems and software,1,,,,0,null,"IO-WRL-005,IO-WRL-004,PD-WRL-001,PD-WRL-004",4032,,
K,K0782,K0782 - Knowledge of web service protocols,Knowledge of web service protocols,1,,,,0,null,"DD-WRL-003,DD-WRL-005",4033,,
K,K0783,K0783 - Knowledge of network attack characteristics,Knowledge of network attack characteristics,1,,,,0,null,"IO-WRL-004,OG-WRL-007,OG-WRL-014,PD-WRL-001,PD-WRL-003,PD-WRL-004,PD-WRL-007",4034,,
K,K0784,K0784 - Knowledge of insider threat laws and regulations,Knowledge of insider threat laws and regulations,1,,,,0,null,"IN-WRL-001,OG-WRL-006,OG-WRL-012,OG-WRL-007,OG-WRL-013,PD-WRL-001,PD-WRL-005",4035,,
K,K0785,K0785 - Knowledge of insider threat tools and techniques,Knowledge of insider threat tools and techniques,1,,,,0,null,"IN-WRL-001,OG-WRL-006,OG-WRL-012,OG-WRL-007,OG-WRL-013,PD-WRL-001,PD-WRL-005",4036,,
K,K0786,K0786 - Knowledge of physical computer components,Knowledge of physical computer components,1,,,,0,null,"IO-WRL-007,IN-WRL-002,PD-WRL-002,PD-WRL-006",4037,,
K,K0787,K0787 - Knowledge of computer peripherals,Knowledge of computer peripherals,1,,,,0,null,"IO-WRL-007,IN-WRL-002,PD-WRL-002,PD-WRL-006",4038,,
K,K0788,K0788 - Knowledge of adversarial tactics principles and practices,Knowledge of adversarial tactics principles and practices,1,,,,0,null,"IN-WRL-001,PD-WRL-001,PD-WRL-006",4039,,
K,K0789,K0789 - Knowledge of adversarial tactics tools and techniques,Knowledge of adversarial tactics tools and techniques,1,,,,0,null,"IN-WRL-001,PD-WRL-001,PD-WRL-006,NF-COM-007",4040,,
K,K0790,K0790 - Knowledge of adversarial tactics policies and procedures,Knowledge of adversarial tactics policies and procedures,1,,,,0,null,"IN-WRL-001,PD-WRL-001,PD-WRL-006",4041,,
K,K0791,K0791 - Knowledge of defense-in-depth principles and practices,Knowledge of defense-in-depth principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,IN-WRL-002,OG-WRL-012,OG-WRL-013,OG-WRL-014,PD-WRL-001,PD-WRL-003,PD-WRL-002,PD-WRL-004,PD-WRL-007,NF-COM-007",4042,,
K,K0792,K0792 - Knowledge of network configurations,Knowledge of network configurations,1,,,,0,null,"DD-WRL-008,IO-WRL-005,IO-WRL-004,OG-WRL-004,OG-WRL-005,OG-WRL-008,PD-WRL-001,PD-WRL-004,PD-WRL-006",4043,,
K,K0794,K0794 - Knowledge of file system implementation principles and practices,Knowledge of file system implementation principles and practices,1,,,,0,null,"IO-WRL-005,IN-WRL-002,PD-WRL-002",4044,,
K,K0795,K0795 - Knowledge of digital evidence seizure policies and procedures,Knowledge of digital evidence seizure policies and procedures,1,,,,0,null,"IN-WRL-001,IN-WRL-002,PD-WRL-002",4045,,
K,K0796,K0796 - Knowledge of digital evidence preservation policies and procedures,Knowledge of digital evidence preservation policies and procedures,1,,,,0,null,"IN-WRL-001,IN-WRL-002,PD-WRL-002",4046,,
K,K0797,K0797 - Knowledge of ethical hacking tools and techniques,Knowledge of ethical hacking tools and techniques,1,,,,0,null,"DD-WRL-008,IN-WRL-002,PD-WRL-002,PD-WRL-007",4047,,
K,K0798,K0798 - Knowledge of program management principles and practices,Knowledge of program management principles and practices,1,,,,0,null,"OG-WRL-001,OG-WRL-014,NF-COM-007",4048,,
K,K0799,K0799 - Knowledge of project management principles and practices,Knowledge of project management principles and practices,1,,,,0,null,"OG-WRL-001,OG-WRL-014",4049,,
K,K0800,K0800 - Knowledge of evidence admissibility laws and regulations,Knowledge of evidence admissibility laws and regulations,1,,,,0,null,"IN-WRL-001,IN-WRL-002,OG-WRL-006,OG-WRL-012,OG-WRL-007,OG-WRL-013,PD-WRL-002",4050,,
K,K0801,K0801 - Knowledge of cognitive domain models and frameworks,Knowledge of cognitive domain models and frameworks,1,,,,0,null,"OG-WRL-004,OG-WRL-005",4051,,
K,K0802,K0802 - Knowledge of chain of custody policies and procedures,Knowledge of chain of custody policies and procedures,1,,,,0,null,"IN-WRL-001,IN-WRL-002,PD-WRL-002,PD-WRL-005",4052,,
K,K0803,K0803 - Knowledge of supply chain risk management principles and practices,Knowledge of supply chain risk management principles and practices,1,,,,0,null,"DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-006,DD-WRL-007,DD-WRL-008,IO-WRL-006,OG-WRL-001,OG-WRL-010,OG-WRL-011,OG-WRL-015,OG-WRL-012,OG-WRL-003,OG-WRL-013,OG-WRL-009,OG-WRL-016,OG-WRL-014",4053,,
K,K0804,K0804 - Knowledge of persistent data principles and practices,Knowledge of persistent data principles and practices,1,,,,0,null,"IN-WRL-001,IN-WRL-002,PD-WRL-002",4054,,
K,K0805,K0805 - Knowledge of command-line tools and techniques,Knowledge of command-line tools and techniques,1,,,,0,null,"IO-WRL-005,IO-WRL-004,IO-WRL-001,OG-WRL-004,OG-WRL-005,PD-WRL-001",4055,,
K,K0806,K0806 - Knowledge of machine virtualization tools and techniques,Knowledge of machine virtualization tools and techniques,1,,,,0,null,"IO-WRL-005,IN-WRL-002,OG-WRL-005,OG-WRL-012,PD-WRL-002,PD-WRL-006,NF-COM-007",4056,,
K,K0807,K0807 - Knowledge of web mail tools and techniques,Knowledge of web mail tools and techniques,1,,,,0,null,PD-WRL-002,4057,,
K,K0808,K0808 - Knowledge of system file characteristics,Knowledge of system file characteristics,1,,,,0,null,"IN-WRL-002,PD-WRL-002",4058,,
K,K0809,K0809 - Knowledge of digital forensics data characteristics,Knowledge of digital forensics data characteristics,1,,,,0,null,"DD-WRL-008,IN-WRL-002,PD-WRL-002",4059,,
K,K0810,K0810 - Knowledge of deployable forensics principles and practices,Knowledge of deployable forensics principles and practices,1,,,,0,null,"IN-WRL-002,OG-WRL-005,PD-WRL-002",4060,,
K,K0811,K0811 - Knowledge of web filtering systems and software,Knowledge of web filtering systems and software,1,,,,0,null,"IO-WRL-004,PD-WRL-004",4061,,
K,K0812,K0812 - Knowledge of digital communication systems and software,Knowledge of digital communication systems and software,1,,,,0,null,"DD-WRL-008,IO-WRL-004,IN-WRL-002,OG-WRL-004,OG-WRL-005,OG-WRL-002,PD-WRL-001,PD-WRL-002,PD-WRL-006",4062,,
K,K0813,K0813 - Knowledge of interpreted and compiled programming language characteristics,Knowledge of interpreted and compiled programming language characteristics,1,,,,0,null,"DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-007,IO-WRL-001,PD-WRL-001,PD-WRL-007",4063,,
K,K0814,K0814 - Knowledge of secure coding tools and techniques,Knowledge of secure coding tools and techniques,1,,,,0,null,"DD-WRL-001,DD-WRL-003,DD-WRL-004,DD-WRL-005,IO-WRL-001,OG-WRL-012",4064,,
K,K0815,K0815 - Knowledge of intelligence collection management processes,Knowledge of intelligence collection management processes,1,,,,0,null,PD-WRL-001,4065,,
K,K0816,K0816 - Knowledge of front-end intelligence collection systems and software,Knowledge of front-end intelligence collection systems and software,1,,,,0,null,PD-WRL-001,4066,,
K,K0817,K0817 - Knowledge of event correlation tools and techniques,Knowledge of event correlation tools and techniques,1,,,,0,null,PD-WRL-002,4067,,
K,K0818,K0818 - Knowledge of new and emerging cybersecurity risks,Knowledge of new and emerging cybersecurity risks,1,,,,0,null,"OG-WRL-004,OG-WRL-005,OG-WRL-003,OG-WRL-007,OG-WRL-014,PD-WRL-006",4068,,
K,K0819,K0819 - Knowledge of import and export control laws and regulations,Knowledge of import and export control laws and regulations,1,,,,0,null,"OG-WRL-010,OG-WRL-011,OG-WRL-006,OG-WRL-012,OG-WRL-007,OG-WRL-013,OG-WRL-009,OG-WRL-016",4069,,
K,K0820,K0820 - Knowledge of supply chain risks,Knowledge of supply chain risks,1,,,,0,null,"DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-006,DD-WRL-007,DD-WRL-008,IO-WRL-006,OG-WRL-010,OG-WRL-011,OG-WRL-006,OG-WRL-015,OG-WRL-012,OG-WRL-003,OG-WRL-007,OG-WRL-013,OG-WRL-009,OG-WRL-016,OG-WRL-014,NF-COM-007",4070,,
K,K0821,K0821 - Knowledge of federal agency roles and responsibilities,Knowledge of federal agency roles and responsibilities,1,,,,0,null,"OG-WRL-010,OG-WRL-011,OG-WRL-006,OG-WRL-012,OG-WRL-007,OG-WRL-013,OG-WRL-009,OG-WRL-016",4071,,
K,K0822,K0822 - Knowledge of risk tolerance principles and practices,Knowledge of risk tolerance principles and practices,1,,,,0,null,"DD-WRL-009,OG-WRL-014,NF-COM-007",4072,,
K,K0823,K0823 - Knowledge of incident response policies and procedures,Knowledge of incident response policies and procedures,1,,,,0,null,"OG-WRL-009,OG-WRL-014",4073,,
K,K0824,K0824 - Knowledge of incident response roles and responsibilities,Knowledge of incident response roles and responsibilities,1,,,,0,null,"OG-WRL-009,OG-WRL-014",4074,,
K,K0825,K0825 - Knowledge of threat vector characteristics,Knowledge of threat vector characteristics,1,,,,0,null,"OG-WRL-004,OG-WRL-005,OG-WRL-003,OG-WRL-007,OG-WRL-014,PD-WRL-006",4075,,
K,K0826,K0826 - Knowledge of software security principles and practices,Knowledge of software security principles and practices,1,,,,0,null,"DD-WRL-003,DD-WRL-005",4076,,
K,K0827,K0827 - Knowledge of software quality assurance (SQA) principles and practices,Knowledge of software quality assurance (SQA) principles and practices,1,,,,0,null,"DD-WRL-003,DD-WRL-005,OG-WRL-014",4077,,
K,K0828,K0828 - Knowledge of supply chain risk management standards and best practices,Knowledge of supply chain risk management standards and best practices,1,,,,0,null,"DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-006,DD-WRL-007,DD-WRL-008,IO-WRL-006,OG-WRL-010,OG-WRL-011,OG-WRL-015,OG-WRL-012,OG-WRL-003,OG-WRL-013,OG-WRL-009,OG-WRL-016,OG-WRL-014",4078,,
K,K0829,K0829 - Knowledge of account creation policies and procedures,Knowledge of account creation policies and procedures,1,,,,0,null,"IO-WRL-005,IO-WRL-007,OG-WRL-006,PD-WRL-001,PD-WRL-003,PD-WRL-004",4079,,
K,K0830,K0830 - Knowledge of password policies and procedures,Knowledge of password policies and procedures,1,,,,0,null,"IO-WRL-005,IO-WRL-007,OG-WRL-006,PD-WRL-001,PD-WRL-003,PD-WRL-004",4080,,
K,K0831,K0831 - Knowledge of network attack vectors,Knowledge of network attack vectors,1,,,,0,null,"IO-WRL-004,OG-WRL-004,OG-WRL-005,OG-WRL-003,OG-WRL-007,OG-WRL-014,PD-WRL-001,PD-WRL-006",4081,,
K,K0832,K0832 - Knowledge of cyberattack characteristics,Knowledge of cyberattack characteristics,1,,,,0,null,"PD-WRL-001,PD-WRL-003,PD-WRL-007",4082,,
K,K0833,K0833 - Knowledge of cyberattack actor characteristics,Knowledge of cyberattack actor characteristics,1,,,,0,null,"IN-WRL-001,PD-WRL-001,PD-WRL-003,PD-WRL-007",4083,,
K,K0834,K0834 - Knowledge of technology procurement principles and practices,Knowledge of technology procurement principles and practices,1,,,,0,null,"DD-WRL-006,DD-WRL-008,IO-WRL-006,OG-WRL-001,OG-WRL-010,OG-WRL-011,OG-WRL-006,OG-WRL-012,OG-WRL-013,OG-WRL-009,OG-WRL-014,NF-COM-007",4084,,
K,K0835,K0835 - Knowledge of risk assessment principles and practices,Knowledge of risk assessment principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-009,OG-WRL-010,OG-WRL-011,OG-WRL-015,OG-WRL-009,OG-WRL-016,NF-COM-007",4085,,
K,K0836,K0836 - Knowledge of threat assessment principles and practices,Knowledge of threat assessment principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,OG-WRL-010,OG-WRL-011,OG-WRL-015,OG-WRL-009,OG-WRL-016,NF-COM-007",4086,,
K,K0837,K0837 - Knowledge of hardening tools and techniques,Knowledge of hardening tools and techniques,1,,,,0,null,"DD-WRL-007,IO-WRL-005,IO-WRL-007,IO-WRL-004,IN-WRL-001,IN-WRL-002,OG-WRL-004,OG-WRL-005,OG-WRL-014,PD-WRL-001,PD-WRL-003,PD-WRL-002,PD-WRL-004,PD-WRL-007",4087,,
K,K0838,K0838 - Knowledge of supply chain risk management policies and procedures,Knowledge of supply chain risk management policies and procedures,1,,,,0,null,"DD-WRL-004,DD-WRL-006,DD-WRL-007,DD-WRL-008,OG-WRL-010,OG-WRL-011,OG-WRL-015,OG-WRL-012,OG-WRL-003,OG-WRL-013,OG-WRL-009,OG-WRL-016,OG-WRL-014",4088,,
K,K0839,K0839 - Knowledge of critical infrastructure systems and software,Knowledge of critical infrastructure systems and software,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-006,DD-WRL-007,DD-WRL-008,OG-WRL-005,OG-WRL-012,OG-WRL-007,OG-WRL-013,OG-WRL-014",4089,,
K,K0840,K0840 - Knowledge of hardware reverse engineering tools and techniques,Knowledge of hardware reverse engineering tools and techniques,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,IN-WRL-002,OG-WRL-001,OG-WRL-012,OG-WRL-014,PD-WRL-001,PD-WRL-002",4090,,
K,K0841,K0841 - Knowledge of middleware software capabilities and applications,Knowledge of middleware software capabilities and applications,1,,,,0,null,DD-WRL-008,4091,,
K,K0842,K0842 - Knowledge of software reverse engineering tools and techniques,Knowledge of software reverse engineering tools and techniques,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,IN-WRL-002,OG-WRL-001,OG-WRL-012,OG-WRL-014,PD-WRL-001,PD-WRL-002",4092,,
K,K0844,K0844 - Knowledge of cyber attack stages,Knowledge of cyber attack stages,1,,,,0,null,"PD-WRL-001,PD-WRL-003,PD-WRL-006,PD-WRL-007",4093,,
K,K0845,K0845 - Knowledge of cyber intrusion activity phases,Knowledge of cyber intrusion activity phases,1,,,,0,null,"PD-WRL-001,PD-WRL-003,PD-WRL-006,PD-WRL-007",4094,,
K,K0846,K0846 - Knowledge of secure software deployment principles and practices,Knowledge of secure software deployment principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-004,DD-WRL-005",4095,,
K,K0847,K0847 - Knowledge of secure software deployment tools and techniques,Knowledge of secure software deployment tools and techniques,1,,,,0,null,"DD-WRL-001,DD-WRL-004,DD-WRL-005",4096,,
K,K0848,K0848 - Knowledge of network systems management principles and practices,Knowledge of network systems management principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,IO-WRL-006,IO-WRL-004,OG-WRL-014,PD-WRL-001,NF-COM-007",4097,,
K,K0849,K0849 - Knowledge of network systems management tools and techniques,Knowledge of network systems management tools and techniques,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,IO-WRL-006,IO-WRL-004,OG-WRL-014,PD-WRL-001",4098,,
K,K0850,K0850 - Knowledge of data carving tools and techniques,Knowledge of data carving tools and techniques,1,,,,0,null,"IN-WRL-002,PD-WRL-002",4099,,
